Tienda,Productos,Ingreso,Fecha
3,31,7705,12/03/2021
3,17,6190,13/03/2021
3,18,8957,14/03/2021
3,19,5252,15/03/2021
3,33,6809,16/03/2021
3,17,5586,17/03/2021
3,23,6671,18/03/2021
3,33,6894,19/03/2021
3,50,6028,20/03/2021
3,18,5457,21/03/2021
3,25,7271,22/03/2021
3,27,6667,23/03/2021
3,45,9863,24/03/2021
3,44,9754,25/03/2021
3,16,8328,26/03/2021
3,38,7619,27/03/2021
3,38,7733,28/03/2021
3,17,8150,29/03/2021
3,32,9423,30/03/2021
3,23,8660,31/03/2021
3,48,9311,01/04/2021
3,16,8939,02/04/2021
3,36,6447,03/04/2021
3,37,9628,04/04/2021
3,20,8440,05/04/2021
3,24,6637,06/04/2021
3,49,6386,07/04/2021
3,46,8328,08/04/2021
3,39,9078,09/04/2021
3,32,5454,10/04/2021
3,49,6490,11/04/2021
3,26,8629,12/04/2021
3,50,8165,13/04/2021
3,33,5030,14/04/2021
3,45,7860,15/04/2021
3,42,9176,16/04/2021
3,15,5173,17/04/2021
3,28,7437,18/04/2021
3,32,5882,19/04/2021
3,27,8369,20/04/2021
3,19,7729,21/04/2021
3,19,8796,22/04/2021
3,47,6547,23/04/2021
3,48,6868,24/04/2021
3,30,9457,25/04/2021
3,19,8161,26/04/2021
3,19,8539,27/04/2021
3,47,6037,28/04/2021
3,33,5492,29/04/2021
3,39,7568,30/04/2021
3,20,5159,01/05/2021
3,49,8638,02/05/2021
3,43,7553,03/05/2021
3,31,8189,04/05/2021
3,42,6921,05/05/2021
3,30,9609,06/05/2021
3,24,5707,07/05/2021
3,21,7684,08/05/2021
3,34,7118,09/05/2021
3,17,6705,10/05/2021
3,20,5666,11/05/2021
3,44,7785,12/05/2021
3,31,8637,13/05/2021
3,32,8574,14/05/2021
3,43,9877,15/05/2021
3,38,7906,16/05/2021
3,36,7155,17/05/2021
3,49,5226,18/05/2021
3,20,6342,19/05/2021
3,23,8507,20/05/2021
3,37,8502,21/05/2021
3,34,5339,22/05/2021
3,23,8562,23/05/2021
3,40,9869,24/05/2021
3,23,8435,25/05/2021
3,47,7787,26/05/2021
3,43,8661,27/05/2021
3,28,5829,28/05/2021
3,30,7744,29/05/2021
3,36,7147,30/05/2021
3,27,7919,31/05/2021
3,39,5203,01/06/2021
3,32,7801,02/06/2021
3,48,5343,03/06/2021
3,16,5369,04/06/2021
3,40,5867,05/06/2021
3,23,5126,06/06/2021
3,40,9370,07/06/2021
3,20,7034,08/06/2021
3,24,5876,09/06/2021
3,46,9506,10/06/2021
3,45,5655,11/06/2021
3,23,6936,12/06/2021
3,18,5723,13/06/2021
3,38,5627,14/06/2021
3,22,5925,15/06/2021
3,17,6512,16/06/2021
3,48,8907,17/06/2021
3,24,9756,18/06/2021
3,17,7331,19/06/2021
3,24,9965,20/06/2021
3,50,9982,21/06/2021
3,46,6640,22/06/2021
3,35,6402,23/06/2021
3,19,7516,24/06/2021
3,17,9592,25/06/2021
3,36,8522,26/06/2021
3,44,7441,27/06/2021
3,39,9176,28/06/2021
3,30,6711,29/06/2021
3,35,8883,30/06/2021
3,36,7134,01/07/2021
3,34,9641,02/07/2021
3,21,7400,03/07/2021
3,39,7240,04/07/2021
3,37,9908,05/07/2021
3,31,9478,06/07/2021
3,45,8404,07/07/2021
3,37,7100,08/07/2021
3,46,9850,09/07/2021
3,35,9753,10/07/2021
3,42,8340,11/07/2021
3,29,8669,12/07/2021
3,40,8187,13/07/2021
3,34,5256,14/07/2021
3,47,9933,15/07/2021
3,23,9917,16/07/2021
3,19,6085,17/07/2021
3,27,7972,18/07/2021
3,18,6822,19/07/2021
3,31,8235,20/07/2021
3,29,8806,21/07/2021
3,23,9046,22/07/2021
3,29,5994,23/07/2021
3,24,5739,24/07/2021
3,33,5041,25/07/2021
3,37,9255,26/07/2021
3,42,5585,27/07/2021
3,34,6767,28/07/2021
3,35,7213,29/07/2021
3,41,8290,30/07/2021
3,35,6210,31/07/2021
3,15,7627,01/08/2021
3,39,9765,02/08/2021
3,24,9030,03/08/2021
3,50,6576,04/08/2021
3,47,6393,05/08/2021
3,34,7133,06/08/2021
3,20,6527,07/08/2021
3,48,9924,08/08/2021
3,28,9932,09/08/2021
3,47,9390,10/08/2021
3,36,9105,11/08/2021
3,31,6275,12/08/2021
3,30,7910,13/08/2021
3,37,5123,14/08/2021
3,19,8158,15/08/2021
3,49,9426,16/08/2021
3,37,7728,17/08/2021
3,42,7567,18/08/2021
3,43,8626,19/08/2021
3,35,6288,20/08/2021
3,30,8950,21/08/2021
3,22,9641,22/08/2021
3,26,6451,23/08/2021
3,24,8464,24/08/2021
3,32,6327,25/08/2021
3,34,9618,26/08/2021
3,21,5442,27/08/2021
3,19,7022,28/08/2021
3,28,9043,29/08/2021
3,33,5625,30/08/2021
3,29,7349,31/08/2021
3,16,6461,01/09/2021
3,32,7250,02/09/2021
3,45,5721,03/09/2021
3,36,7980,04/09/2021
3,21,6176,05/09/2021
3,32,9776,06/09/2021
3,46,9275,07/09/2021
3,21,5828,08/09/2021
3,19,5052,09/09/2021
3,39,5143,10/09/2021
3,22,7915,11/09/2021
3,30,7236,12/09/2021
3,16,9747,13/09/2021
3,20,7209,14/09/2021
3,25,7905,15/09/2021
3,25,9969,16/09/2021
3,24,6947,17/09/2021
3,15,5638,18/09/2021
3,40,5975,19/09/2021
3,23,7400,20/09/2021
3,50,9044,21/09/2021
3,40,7615,22/09/2021
3,31,8830,23/09/2021
3,47,6086,24/09/2021
3,31,7281,25/09/2021
3,24,6059,26/09/2021
3,23,5270,27/09/2021
3,42,5194,28/09/2021
3,38,9339,29/09/2021
3,32,9601,30/09/2021
3,48,7800,01/10/2021
3,46,7846,02/10/2021
3,29,6406,03/10/2021
3,25,5142,04/10/2021
3,37,8106,05/10/2021
3,35,7213,06/10/2021
3,16,7462,07/10/2021
3,32,9275,08/10/2021
3,19,8900,09/10/2021
3,48,6594,10/10/2021
3,20,6910,11/10/2021
3,45,9724,12/10/2021
3,35,6446,13/10/2021
3,37,8538,14/10/2021
3,50,5517,15/10/2021
3,15,9006,16/10/2021
3,34,8682,17/10/2021
3,40,5113,18/10/2021
3,19,8782,19/10/2021
3,17,8777,20/10/2021
3,28,5437,21/10/2021
3,50,8316,22/10/2021
3,49,6099,23/10/2021
3,16,9678,24/10/2021
3,22,5923,25/10/2021
3,17,9465,26/10/2021
3,48,8647,27/10/2021
3,33,7593,28/10/2021
3,21,7663,29/10/2021
3,38,9516,30/10/2021
3,22,7347,31/10/2021
3,39,5910,01/11/2021
3,18,5845,02/11/2021
3,24,9452,03/11/2021
3,45,6497,04/11/2021
3,23,5613,05/11/2021
3,45,7509,06/11/2021
3,27,7164,07/11/2021
3,50,8538,08/11/2021
3,44,7293,09/11/2021
3,34,8918,10/11/2021
3,31,5189,11/11/2021
3,19,5564,12/11/2021
3,36,9371,13/11/2021
3,43,8864,14/11/2021
3,23,9957,15/11/2021
3,35,9698,16/11/2021
3,26,5924,17/11/2021
3,31,5688,18/11/2021
3,41,9338,19/11/2021
3,35,5605,20/11/2021
3,27,6241,21/11/2021
3,28,5562,22/11/2021
3,29,7523,23/11/2021
3,41,5630,24/11/2021
3,33,8826,25/11/2021
3,23,8223,26/11/2021
3,49,7561,27/11/2021
3,48,7711,28/11/2021
3,45,7853,29/11/2021
3,29,7303,30/11/2021
3,28,5530,01/12/2021
3,15,6972,02/12/2021
3,39,7787,03/12/2021
3,46,5620,04/12/2021
3,44,5573,05/12/2021
3,41,9255,06/12/2021
3,47,7966,07/12/2021
3,39,7330,08/12/2021
3,25,5185,09/12/2021
3,48,7032,10/12/2021
3,36,8949,11/12/2021
3,34,9283,12/12/2021
3,39,6993,13/12/2021
3,29,8832,14/12/2021
3,21,6621,15/12/2021
3,23,6635,16/12/2021
3,33,5154,17/12/2021
3,42,8434,18/12/2021
3,17,6585,19/12/2021
3,48,8427,20/12/2021
3,24,5316,21/12/2021
3,48,7974,22/12/2021
3,36,5959,23/12/2021
3,36,6861,24/12/2021
3,30,8919,25/12/2021
3,39,6982,26/12/2021
3,22,8211,27/12/2021
3,16,6352,28/12/2021
3,46,6679,29/12/2021
3,40,9358,30/12/2021
3,32,8304,31/12/2021
4,32,9000,01/01/2019
4,30,6625,02/01/2019
4,42,6211,03/01/2019
4,31,5958,04/01/2019
4,15,7176,05/01/2019
4,29,7040,06/01/2019
4,43,7566,07/01/2019
4,18,8565,08/01/2019
4,37,7998,09/01/2019
4,36,7733,10/01/2019
4,16,7571,11/01/2019
4,46,9642,12/01/2019
4,45,9578,13/01/2019
4,20,9695,14/01/2019
4,49,5817,15/01/2019
4,49,5186,16/01/2019
4,19,7969,17/01/2019
4,18,7308,18/01/2019
4,46,8835,19/01/2019
4,44,8120,20/01/2019
4,26,6906,21/01/2019
4,35,5532,22/01/2019
4,21,9834,23/01/2019
4,27,9976,24/01/2019
4,37,7637,25/01/2019
4,48,9986,26/01/2019
4,21,6414,27/01/2019
4,40,7481,28/01/2019
4,44,5850,29/01/2019
4,18,6633,30/01/2019
4,48,8256,31/01/2019
4,29,7503,01/02/2019
4,40,6216,02/02/2019
4,32,6041,03/02/2019
4,17,8072,04/02/2019
4,20,9470,05/02/2019
4,47,8561,06/02/2019
4,47,5312,07/02/2019
4,29,7867,08/02/2019
4,37,6708,09/02/2019
4,48,6816,10/02/2019
4,23,8157,11/02/2019
4,25,6561,12/02/2019
4,46,5732,13/02/2019
4,35,7247,14/02/2019
4,46,5359,15/02/2019
4,18,8144,16/02/2019
4,35,7846,17/02/2019
4,44,8070,18/02/2019
4,50,9813,19/02/2019
4,41,8373,20/02/2019
4,17,9864,21/02/2019
4,33,9184,22/02/2019
4,40,6695,23/02/2019
4,18,8555,24/02/2019
4,35,8106,25/02/2019
4,47,5607,26/02/2019
4,17,7729,27/02/2019
4,21,7707,28/02/2019
4,17,8758,01/03/2019
4,23,9557,02/03/2019
4,40,8267,03/03/2019
4,46,5899,04/03/2019
4,28,7061,05/03/2019
4,22,6025,06/03/2019
4,27,7926,07/03/2019
4,40,9090,08/03/2019
4,31,9427,09/03/2019
4,44,6208,10/03/2019
4,27,8716,11/03/2019
4,28,8029,12/03/2019
4,22,8414,13/03/2019
4,29,6008,14/03/2019
4,19,7326,15/03/2019
4,26,9091,16/03/2019
4,31,8882,17/03/2019
4,48,5571,18/03/2019
4,43,5022,19/03/2019
4,22,7612,20/03/2019
4,30,7669,21/03/2019
4,29,6805,22/03/2019
4,18,8749,23/03/2019
4,22,7443,24/03/2019
4,27,6877,25/03/2019
4,45,6729,26/03/2019
4,41,9250,27/03/2019
4,43,5675,28/03/2019
4,15,7115,29/03/2019
4,43,9575,30/03/2019
4,45,5306,31/03/2019
4,37,7962,01/04/2019
4,47,5428,02/04/2019
4,34,9719,03/04/2019
4,36,8410,04/04/2019
4,43,9822,05/04/2019
4,37,5549,06/04/2019
4,34,8003,07/04/2019
4,18,8567,08/04/2019
4,50,9773,09/04/2019
4,49,6470,10/04/2019
4,32,5752,11/04/2019
4,26,9516,12/04/2019
4,46,8819,13/04/2019
4,43,9821,14/04/2019
4,44,5853,15/04/2019
4,41,8236,16/04/2019
4,21,9110,17/04/2019
4,42,8972,18/04/2019
4,21,6629,19/04/2019
4,18,8534,20/04/2019
4,33,5319,21/04/2019
4,33,5644,22/04/2019
4,43,5341,23/04/2019
4,30,6366,24/04/2019
4,44,6496,25/04/2019
4,25,6911,26/04/2019
4,21,9839,27/04/2019
4,41,9921,28/04/2019
4,42,8400,29/04/2019
4,26,9697,30/04/2019
4,22,9296,01/05/2019
4,21,9686,02/05/2019
4,45,7987,03/05/2019
4,48,8504,04/05/2019
4,40,9878,05/05/2019
4,46,8342,06/05/2019
4,47,6239,07/05/2019
4,31,8265,08/05/2019
4,16,9780,09/05/2019
4,43,8284,10/05/2019
4,39,8858,11/05/2019
4,39,5770,12/05/2019
4,41,7125,13/05/2019
4,23,7572,14/05/2019
4,33,7823,15/05/2019
4,44,5626,16/05/2019
4,26,6956,17/05/2019
4,39,6488,18/05/2019
4,35,5396,19/05/2019
4,37,9842,20/05/2019
4,49,5006,21/05/2019
4,21,6816,22/05/2019
4,39,9684,23/05/2019
4,36,8192,24/05/2019
4,29,9063,25/05/2019
4,42,8450,26/05/2019
4,22,7202,27/05/2019
4,22,7363,28/05/2019
4,15,7979,29/05/2019
4,26,5039,30/05/2019
4,43,6138,31/05/2019
4,39,8225,01/06/2019
4,34,9424,02/06/2019
4,31,9015,03/06/2019
4,30,6586,04/06/2019
4,17,7116,05/06/2019
4,26,7169,06/06/2019
4,34,7849,07/06/2019
4,50,9341,08/06/2019
4,32,7465,09/06/2019
4,27,6301,10/06/2019
4,28,7105,11/06/2019
4,28,6627,12/06/2019
4,19,8768,13/06/2019
4,18,6766,14/06/2019
4,43,5962,15/06/2019
4,27,8180,16/06/2019
4,17,6746,17/06/2019
4,25,5072,18/06/2019
4,16,7190,19/06/2019
4,31,7231,20/06/2019
4,23,8269,21/06/2019
4,44,9921,22/06/2019
4,48,8264,23/06/2019
4,35,6530,24/06/2019
4,45,9140,25/06/2019
4,23,9352,26/06/2019
4,47,9766,27/06/2019
4,15,8979,28/06/2019
4,48,7561,29/06/2019
4,47,7732,30/06/2019
4,47,5091,01/07/2019
4,45,8043,02/07/2019
4,25,6343,03/07/2019
4,36,5524,04/07/2019
4,39,5457,05/07/2019
4,31,5130,06/07/2019
4,40,5759,07/07/2019
4,39,5644,08/07/2019
4,35,7347,09/07/2019
4,24,9555,10/07/2019
4,27,9227,11/07/2019
4,34,9593,12/07/2019
4,47,9693,13/07/2019
4,41,8424,14/07/2019
4,30,5362,15/07/2019
4,41,5247,16/07/2019
4,34,6678,17/07/2019
4,38,5366,18/07/2019
4,29,5760,19/07/2019
4,39,9507,20/07/2019
4,32,6755,21/07/2019
4,39,5945,22/07/2019
4,35,8355,23/07/2019
4,37,5281,24/07/2019
4,31,9660,25/07/2019
4,50,7043,26/07/2019
4,37,6152,27/07/2019
4,25,6742,28/07/2019
4,39,6205,29/07/2019
4,27,8102,30/07/2019
4,46,9836,31/07/2019
4,41,7893,01/08/2019
4,34,8731,02/08/2019
4,31,5330,03/08/2019
4,49,8233,04/08/2019
4,36,9275,05/08/2019
4,20,9040,06/08/2019
4,42,5275,07/08/2019
4,44,7596,08/08/2019
4,21,9721,09/08/2019
4,20,6359,10/08/2019
4,27,8513,11/08/2019
4,16,9652,12/08/2019
4,34,9431,13/08/2019
4,31,7110,14/08/2019
4,41,8799,15/08/2019
4,24,9973,16/08/2019
4,36,9766,17/08/2019
4,32,8059,18/08/2019
4,41,5136,19/08/2019
4,41,8141,20/08/2019
4,16,7575,21/08/2019
4,16,7867,22/08/2019
4,45,6703,23/08/2019
4,33,9581,24/08/2019
4,45,9154,25/08/2019
4,16,9576,26/08/2019
4,41,5449,27/08/2019
4,35,8837,28/08/2019
4,34,7944,29/08/2019
4,24,5774,30/08/2019
4,28,6161,31/08/2019
4,34,9676,01/09/2019
4,49,6524,02/09/2019
4,22,5372,03/09/2019
4,34,6030,04/09/2019
4,47,9333,05/09/2019
4,16,9128,06/09/2019
4,18,7240,07/09/2019
4,42,5727,08/09/2019
4,27,8818,09/09/2019
4,21,7942,10/09/2019
4,38,6172,11/09/2019
4,40,8913,12/09/2019
4,46,7323,13/09/2019
4,49,7022,14/09/2019
4,19,7968,15/09/2019
4,23,7768,16/09/2019
4,17,7475,17/09/2019
4,33,6353,18/09/2019
4,46,5097,19/09/2019
4,25,7897,20/09/2019
4,37,6520,21/09/2019
4,35,7514,22/09/2019
4,37,5846,23/09/2019
4,17,6956,24/09/2019
4,23,7822,25/09/2019
4,42,7478,26/09/2019
4,15,5314,27/09/2019
4,47,6842,28/09/2019
4,43,5184,29/09/2019
4,19,6645,30/09/2019
4,27,5868,01/10/2019
4,22,7460,02/10/2019
4,22,6853,03/10/2019
4,27,5545,04/10/2019
4,26,9093,05/10/2019
4,40,9355,06/10/2019
4,48,9847,07/10/2019
4,22,5940,08/10/2019
4,34,6293,09/10/2019
4,18,8314,10/10/2019
4,32,6162,11/10/2019
4,49,7319,12/10/2019
4,21,6453,13/10/2019
4,25,7388,14/10/2019
4,43,6910,15/10/2019
4,21,5235,16/10/2019
4,21,7844,17/10/2019
4,46,7020,18/10/2019
4,31,7648,19/10/2019
4,19,9648,20/10/2019
4,16,7175,21/10/2019
4,23,6164,22/10/2019
4,18,8599,23/10/2019
4,27,6212,24/10/2019
4,28,5428,25/10/2019
4,42,9530,26/10/2019
4,30,5902,27/10/2019
4,42,8078,28/10/2019
4,21,8613,29/10/2019
4,40,9787,30/10/2019
4,28,9923,31/10/2019
4,42,5276,01/11/2019
4,21,6975,02/11/2019
4,46,7900,03/11/2019
4,27,8344,04/11/2019
4,19,8283,05/11/2019
4,30,8464,06/11/2019
4,46,7946,07/11/2019
4,45,8989,08/11/2019
4,36,6112,09/11/2019
4,29,9868,10/11/2019
4,50,5194,11/11/2019
4,47,9989,12/11/2019
4,18,6867,13/11/2019
4,46,7532,14/11/2019
4,33,6100,15/11/2019
4,49,9987,16/11/2019
4,17,7867,17/11/2019
4,21,6351,18/11/2019
4,47,7882,19/11/2019
4,46,6840,20/11/2019
4,39,8039,21/11/2019
4,40,9606,22/11/2019
4,18,6237,23/11/2019
4,41,8531,24/11/2019
4,39,8781,25/11/2019
4,49,7017,26/11/2019
4,49,7242,27/11/2019
4,37,8976,28/11/2019
4,34,5359,29/11/2019
4,41,5008,30/11/2019
4,18,9050,01/12/2019
4,48,9620,02/12/2019
4,20,9840,03/12/2019
4,33,8598,04/12/2019
4,15,7653,05/12/2019
4,46,8306,06/12/2019
4,33,7948,07/12/2019
4,24,6261,08/12/2019
4,33,9363,09/12/2019
4,32,5646,10/12/2019
4,41,7944,11/12/2019
4,20,5559,12/12/2019
4,43,8599,13/12/2019
4,38,7604,14/12/2019
4,50,6431,15/12/2019
4,48,5681,16/12/2019
4,22,8070,17/12/2019
4,37,8227,18/12/2019
4,22,9056,19/12/2019
4,34,6935,20/12/2019
4,29,8653,21/12/2019
4,27,8766,22/12/2019
4,49,7107,23/12/2019
4,24,9928,24/12/2019
4,28,5842,25/12/2019
4,46,5271,26/12/2019
4,24,5024,27/12/2019
4,38,7795,28/12/2019
4,19,5624,29/12/2019
4,30,6056,30/12/2019
4,16,6854,31/12/2019
4,34,6611,01/01/2020
4,38,7784,02/01/2020
4,37,5806,03/01/2020
4,15,9746,04/01/2020
4,25,8044,05/01/2020
4,21,5086,06/01/2020
4,24,9477,07/01/2020
4,45,5996,08/01/2020
4,18,9632,09/01/2020
4,46,5251,10/01/2020
4,40,5852,11/01/2020
4,17,5321,12/01/2020
4,24,8459,13/01/2020
4,36,5299,14/01/2020
4,42,7421,15/01/2020
4,46,9464,16/01/2020
4,41,5007,17/01/2020
4,39,7325,18/01/2020
4,19,9519,19/01/2020
4,48,9098,20/01/2020
4,48,5939,21/01/2020
4,31,9554,22/01/2020
4,24,6239,23/01/2020
4,44,5166,24/01/2020
4,47,9113,25/01/2020
4,21,6633,26/01/2020
4,19,5148,27/01/2020
4,22,9961,28/01/2020
4,36,6141,29/01/2020
4,25,9075,30/01/2020
4,40,7204,31/01/2020
4,26,5406,01/02/2020
4,45,6827,02/02/2020
4,16,6080,03/02/2020
4,48,6766,04/02/2020
4,30,9281,05/02/2020
4,18,9730,06/02/2020
4,19,6174,07/02/2020
4,39,5512,08/02/2020
4,31,7804,09/02/2020
4,38,9262,10/02/2020
4,24,8447,11/02/2020
4,32,7744,12/02/2020
4,38,9717,13/02/2020
4,49,5178,14/02/2020
4,38,5052,15/02/2020
4,38,9331,16/02/2020
4,42,5629,17/02/2020
4,45,9920,18/02/2020
4,42,8702,19/02/2020
4,19,5469,20/02/2020
4,23,7512,21/02/2020
4,43,5199,22/02/2020
4,19,8422,23/02/2020
4,35,6397,24/02/2020
4,50,8716,25/02/2020
4,41,7526,26/02/2020
4,48,6984,27/02/2020
4,31,8230,28/02/2020
4,18,8966,29/02/2020
4,25,8981,01/03/2020
4,19,9700,02/03/2020
4,31,7514,03/03/2020
4,24,9296,04/03/2020
4,44,7321,05/03/2020
4,26,9532,06/03/2020
4,40,5428,07/03/2020
4,27,5689,08/03/2020
4,26,9785,09/03/2020
4,19,7990,10/03/2020
4,36,6627,11/03/2020
4,22,6517,12/03/2020
4,25,8807,13/03/2020
4,17,8368,14/03/2020
4,29,7922,15/03/2020
4,15,6406,16/03/2020
4,26,6420,17/03/2020
4,38,5246,18/03/2020
4,31,9413,19/03/2020
4,32,8322,20/03/2020
4,17,9688,21/03/2020
4,36,6721,22/03/2020
4,15,6685,23/03/2020
4,32,9164,24/03/2020
4,29,9258,25/03/2020
4,20,9692,26/03/2020
4,47,9344,27/03/2020
4,30,9427,28/03/2020
4,37,6144,29/03/2020
4,34,6448,30/03/2020
4,29,5925,31/03/2020
4,33,9331,01/04/2020
4,18,8935,02/04/2020
4,24,9471,03/04/2020
4,37,8187,04/04/2020
4,46,9507,05/04/2020
4,24,7662,06/04/2020
4,38,8270,07/04/2020
4,17,9289,08/04/2020
4,40,5683,09/04/2020
4,27,6657,10/04/2020
4,48,8987,11/04/2020
4,37,7873,12/04/2020
4,49,8352,13/04/2020
4,50,8461,14/04/2020
4,30,5011,15/04/2020
4,41,8087,16/04/2020
4,27,7215,17/04/2020
4,27,9766,18/04/2020
4,15,5743,19/04/2020
4,24,5252,20/04/2020
4,15,5626,21/04/2020
4,43,7685,22/04/2020
4,22,6618,23/04/2020
4,28,6854,24/04/2020
4,22,6533,25/04/2020
4,41,6565,26/04/2020
4,27,6221,27/04/2020
4,18,9422,28/04/2020
4,50,6138,29/04/2020
4,41,8551,30/04/2020
4,28,8467,01/05/2020
4,15,8156,02/05/2020
4,40,9744,03/05/2020
4,35,9223,04/05/2020
4,44,6259,05/05/2020
4,27,9813,06/05/2020
4,23,6663,07/05/2020
4,15,6584,08/05/2020
4,44,8551,09/05/2020
4,26,6741,10/05/2020
4,21,8836,11/05/2020
4,48,8282,12/05/2020
4,48,7293,13/05/2020
4,16,6697,14/05/2020
4,43,7676,15/05/2020
4,21,6938,16/05/2020
4,17,7392,17/05/2020
4,20,9232,18/05/2020
4,26,7685,19/05/2020
4,50,5296,20/05/2020
4,26,9923,21/05/2020
4,31,8286,22/05/2020
4,24,9580,23/05/2020
4,30,7701,24/05/2020
4,31,9578,25/05/2020
4,42,6627,26/05/2020
4,21,6576,27/05/2020
4,38,7474,28/05/2020
4,40,8554,29/05/2020
4,42,7451,30/05/2020
4,44,8680,31/05/2020
4,16,8821,01/06/2020
4,24,9019,02/06/2020
4,32,8134,03/06/2020
4,45,7578,04/06/2020
4,41,6149,05/06/2020
4,48,9157,06/06/2020
4,33,9710,07/06/2020
4,27,9812,08/06/2020
4,39,5554,09/06/2020
4,47,6183,10/06/2020
4,44,8092,11/06/2020
4,47,8567,12/06/2020
4,33,6177,13/06/2020
4,21,9721,14/06/2020
4,49,5217,15/06/2020
4,40,6282,16/06/2020
4,42,8687,17/06/2020
4,50,9308,18/06/2020
4,48,5442,19/06/2020
4,20,8645,20/06/2020
4,40,9702,21/06/2020
4,43,7407,22/06/2020
4,35,9620,23/06/2020
4,19,5482,24/06/2020
4,49,9858,25/06/2020
4,34,5173,26/06/2020
4,49,9877,27/06/2020
4,24,7981,28/06/2020
4,33,6029,29/06/2020
4,30,9677,30/06/2020
4,16,5771,01/07/2020
4,42,7508,02/07/2020
4,46,5750,03/07/2020
4,38,5492,04/07/2020
4,21,6481,05/07/2020
4,41,5055,06/07/2020
4,21,7977,07/07/2020
4,42,7021,08/07/2020
4,24,6789,09/07/2020
4,25,7321,10/07/2020
4,32,9511,11/07/2020
4,37,7381,12/07/2020
4,25,8695,13/07/2020
4,35,9745,14/07/2020
4,26,8720,15/07/2020
4,44,7604,16/07/2020
4,47,6179,17/07/2020
4,31,8195,18/07/2020
4,33,6674,19/07/2020
4,15,6229,20/07/2020
4,26,5717,21/07/2020
4,48,9410,22/07/2020
4,38,8862,23/07/2020
4,15,7070,24/07/2020
4,34,8788,25/07/2020
4,17,6605,26/07/2020
4,37,5116,27/07/2020
4,34,5052,28/07/2020
4,48,9616,29/07/2020
4,36,8926,30/07/2020
4,15,5699,31/07/2020
4,34,5244,01/08/2020
4,33,7482,02/08/2020
4,22,9968,03/08/2020
4,20,9372,04/08/2020
4,32,9646,05/08/2020
4,26,5404,06/08/2020
4,35,8524,07/08/2020
4,50,7025,08/08/2020
4,39,8964,09/08/2020
4,49,7036,10/08/2020
4,21,5134,11/08/2020
4,43,6313,12/08/2020
4,39,5902,13/08/2020
4,46,7669,14/08/2020
4,26,8335,15/08/2020
4,32,5968,16/08/2020
4,28,9692,17/08/2020
4,43,8856,18/08/2020
4,48,5855,19/08/2020
4,36,7342,20/08/2020
4,22,7602,21/08/2020
4,39,8654,22/08/2020
4,43,8786,23/08/2020
4,47,6286,24/08/2020
4,30,5945,25/08/2020
4,42,8464,26/08/2020
4,25,5490,27/08/2020
4,21,9178,28/08/2020
4,19,8599,29/08/2020
4,23,7869,30/08/2020
4,39,6021,31/08/2020
4,47,9374,01/09/2020
4,49,5710,02/09/2020
4,23,6954,03/09/2020
4,38,8864,04/09/2020
4,40,9793,05/09/2020
4,22,9506,06/09/2020
4,45,9974,07/09/2020
4,45,7799,08/09/2020
4,47,6917,09/09/2020
4,21,9428,10/09/2020
4,22,9325,11/09/2020
4,27,6340,12/09/2020
4,30,7125,13/09/2020
4,19,6452,14/09/2020
4,50,6384,15/09/2020
4,42,9456,16/09/2020
4,41,8848,17/09/2020
4,17,5484,18/09/2020
4,36,7327,19/09/2020
4,49,8118,20/09/2020
4,45,6279,21/09/2020
4,32,6673,22/09/2020
4,27,8761,23/09/2020
4,39,8762,24/09/2020
4,15,7842,25/09/2020
4,38,7029,26/09/2020
4,18,7138,27/09/2020
4,33,6050,28/09/2020
4,19,7635,29/09/2020
4,41,8200,30/09/2020
4,46,7727,01/10/2020
4,16,6906,02/10/2020
4,25,9766,03/10/2020
4,28,7834,04/10/2020
4,40,9791,05/10/2020
4,19,5531,06/10/2020
4,17,9474,07/10/2020
4,20,9145,08/10/2020
4,39,8914,09/10/2020
4,16,7180,10/10/2020
4,24,8362,11/10/2020
4,18,9307,12/10/2020
4,15,5118,13/10/2020
4,31,9998,14/10/2020
4,43,9734,15/10/2020
4,30,6055,16/10/2020
4,27,5841,17/10/2020
4,21,9921,18/10/2020
4,41,5354,19/10/2020
4,48,9989,20/10/2020
4,35,6724,21/10/2020
4,20,9749,22/10/2020
4,22,5027,23/10/2020
4,19,9432,24/10/2020
4,31,6189,25/10/2020
4,29,6112,26/10/2020
4,22,5268,27/10/2020
4,23,7032,28/10/2020
4,45,6075,29/10/2020
4,40,8006,30/10/2020
4,19,8677,31/10/2020
4,24,6197,01/11/2020
4,44,5405,02/11/2020
4,33,9196,03/11/2020
4,43,5879,04/11/2020
4,39,7969,05/11/2020
4,29,9052,06/11/2020
4,33,7742,07/11/2020
4,39,7416,08/11/2020
4,36,8119,09/11/2020
4,25,5095,10/11/2020
4,45,8144,11/11/2020
4,41,7016,12/11/2020
4,36,6800,13/11/2020
4,44,7531,14/11/2020
4,30,9428,15/11/2020
4,38,7912,16/11/2020
4,17,9664,17/11/2020
4,33,6013,18/11/2020
4,25,7579,19/11/2020
4,17,5666,20/11/2020
4,24,9899,21/11/2020
4,35,5319,22/11/2020
4,27,8565,23/11/2020
4,38,7427,24/11/2020
4,19,9707,25/11/2020
4,37,7293,26/11/2020
4,46,5987,27/11/2020
4,47,6398,28/11/2020
4,41,5596,29/11/2020
4,34,5096,30/11/2020
4,27,6822,01/12/2020
4,16,6139,02/12/2020
4,39,6726,03/12/2020
